Team_Rank,Team,GP,W,L,WIN%,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,Year,Abb
16,Sacramento Kings,82,46,36,.561,48.4,116.6,43.3,90.9,47.7,14.4,39.3,36.6,15.5,20.9,74.5,10.8,33.2,44.0,28.3,13.1,7.6,4.2,4.5,19.9,18.3,1.7,2023,SAC
19,Houston Rockets,82,41,41,.500,48.4,114.3,41.8,91.0,45.9,12.7,36.1,35.2,18.1,23.4,77.3,11.5,34.0,45.5,24.8,12.7,7.8,4.6,5.9,20.8,19.6,1.1,2023,HOU
20,Chicago Bulls,82,39,43,.476,48.7,112.3,42.0,89.5,47.0,11.5,32.1,35.8,16.7,21.1,79.1,11.2,32.6,43.8,25.0,12.2,7.8,4.8,4.9,18.8,18.8,-1.4,2023,CHI
21,Atlanta Hawks,82,36,46,.439,48.4,118.3,43.0,92.5,46.5,13.7,37.7,36.4,18.5,23.2,79.7,12.5,32.2,44.7,26.6,13.5,7.5,4.5,5.6,18.6,19.4,-2.2,2023,ATL
22,Brooklyn Nets,82,32,50,.390,48.3,110.4,40.7,89.1,45.6,13.3,36.7,36.2,15.8,20.9,75.6,11.4,32.6,44.1,25.6,13.1,6.8,5.2,5.0,18.5,18.2,-2.9,2023,BKN
23,Utah Jazz,82,31,51,.378,48.3,115.7,42.0,89.9,46.7,12.9,36.5,35.4,18.8,22.6,83.0,12.2,33.2,45.5,27.2,15.7,6.5,5.6,6.4,18.6,19.2,-4.9,2023,UTA
24,Memphis Grizzlies,82,27,55,.329,48.2,105.8,38.4,88.2,43.5,13.1,37.8,34.6,16.0,21.0,76.4,10.9,31.7,42.6,24.7,15.1,8.2,6.1,6.5,19.1,18.8,-7.0,2023,MEM
25,Toronto Raptors,82,25,57,.305,48.3,112.4,42.3,89.7,47.1,11.5,33.1,34.7,16.3,21.6,75.6,10.9,31.8,42.7,28.5,14.0,7.7,4.7,5.8,18.4,18.1,-6.4,2023,TOR
26,San Antonio Spurs,82,22,60,.268,48.4,112.1,41.9,90.7,46.2,12.6,36.4,34.7,15.6,20.0,78.2,10.4,33.9,44.2,29.9,15.1,7.1,6.3,4.6,17.2,17.9,-6.5,2023,SAS
27,Charlotte Hornets,82,21,61,.256,48.1,106.6,40.0,87.0,46.0,12.1,34.0,35.5,14.5,18.4,78.6,9.3,31.0,40.3,24.8,13.8,6.9,4.5,4.8,18.0,17.5,-10.2,2023,CHA
27,Portland Trail Blazers,82,21,61,.256,48.5,106.4,39.4,89.7,43.9,11.5,33.2,34.5,16.2,20.5,79.1,12.6,30.1,42.7,23.1,15.2,7.6,4.3,6.4,20.2,17.9,-9.0,2023,POR
29,Washington Wizards,82,15,67,.183,48.1,113.7,43.0,91.4,47.0,12.4,35.5,34.8,15.4,20.2,76.4,9.2,31.9,41.1,27.9,14.0,7.6,5.1,6.0,20.0,18.0,-9.3,2023,WAS
30,Detroit Pistons,82,14,68,.171,48.2,109.9,40.9,88.2,46.3,11.0,31.7,34.8,17.0,21.7,78.5,10.5,32.8,43.3,25.5,15.2,6.5,4.7,6.0,20.6,17.8,-9.1,2023,DET
1,Oklahoma City Thunder,82,68,14,.829,48.1,120.5,44.6,92.7,48.2,14.5,38.8,37.4,16.7,20.4,81.9,10.6,34.2,44.8,26.9,11.7,10.3,5.7,4.8,19.9,18.1,12.9,2024,OKC
2,Cleveland Cavaliers,82,64,18,.780,48.2,121.9,44.5,90.8,49.1,15.9,41.5,38.3,17.0,21.9,77.6,11.2,34.2,45.4,28.1,13.2,8.2,4.3,4.4,18.1,18.9,9.5,2024,CLE
3,Boston Celtics,82,61,21,.744,48.4,116.3,41.6,90.0,46.2,17.8,48.2,36.8,15.3,19.1,79.9,11.4,33.9,45.3,26.1,11.9,7.2,5.5,3.6,15.9,17.5,9.1,2024,BOS
4,Houston Rockets,82,52,30,.634,48.2,114.3,42.5,93.4,45.5,12.7,35.8,35.3,16.7,22.6,73.8,14.6,33.8,48.5,23.3,13.9,8.4,5.0,5.7,19.0,19.2,4.5,2024,HOU
5,New York Knicks,82,51,31,.622,48.5,115.8,43.3,89.2,48.6,12.6,34.1,36.9,16.5,20.7,80.0,10.9,31.8,42.6,27.5,13.3,8.2,4.0,5.0,17.2,19.0,4.1,2024,NYK
6,Denver Nuggets,82,50,32,.610,48.4,120.8,45.4,89.8,50.6,12.0,31.9,37.6,17.9,23.3,77.0,11.2,34.5,45.7,31.0,14.3,8.0,4.9,5.1,17.6,19.0,3.9,2024,DEN
6,Indiana Pacers,82,50,32,.610,48.4,117.4,43.6,89.3,48.8,13.2,35.8,36.8,17.0,21.6,78.9,9.2,32.7,41.8,29.2,13.2,8.5,5.5,4.5,18.7,18.8,2.2,2024,IND
6,Los Angeles Clippers,82,50,32,.610,48.3,112.9,41.6,86.3,48.2,12.5,33.4,37.3,17.3,21.7,79.7,10.3,33.5,43.8,25.2,14.9,9.4,4.5,4.3,18.3,17.8,4.7,2024,LAC
6,Los Angeles Lakers,82,50,32,.610,48.1,113.4,40.9,85.5,47.9,13.3,36.4,36.6,18.2,23.2,78.5,9.7,32.8,42.4,26.0,14.0,7.7,4.5,4.2,17.3,19.2,1.2,2024,LAL
10,Minnesota Timberwolves,82,49,33,.598,48.4,114.3,41.0,87.6,46.8,15.0,39.9,37.7,17.2,21.8,78.9,11.1,33.2,44.3,26.1,14.5,8.0,5.0,4.5,18.3,19.2,5.0,2024,MIN
11,Golden State Warriors,82,48,34,.585,48.1,113.8,40.8,90.4,45.1,15.4,42.4,36.4,16.9,22.1,76.4,12.5,32.8,45.4,29.1,14.0,9.4,4.8,5.4,19.2,18.6,3.3,2024,GSW
11,Memphis Grizzlies,82,48,34,.585,48.1,121.7,44.8,93.3,47.9,13.9,37.9,36.7,18.3,23.3,78.6,12.9,34.4,47.3,28.4,15.7,8.9,5.6,5.5,20.9,20.2,4.9,2024,MEM
11,Milwaukee Bucks,82,48,34,.585,48.2,115.5,42.0,86.4,48.6,14.2,36.6,38.7,17.3,23.1,75.0,8.2,35.1,43.4,25.5,13.4,7.3,4.7,3.8,17.9,18.9,2.5,2024,MIL
14,Detroit Pistons,82,44,38,.537,48.3,115.5,42.7,89.8,47.6,12.8,35.4,36.2,17.2,22.3,77.4,11.4,33.4,44.8,26.4,14.9,8.0,5.3,5.0,20.7,18.9,1.9,2024,DET
15,Orlando Magic,82,41,41,.500,48.1,105.4,38.2,85.8,44.5,11.2,35.3,31.8,17.9,23.0,77.5,11.1,30.7,41.8,23.0,14.2,8.9,6.0,4.4,20.1,20.3,-0.1,2024,ORL
16,Atlanta Hawks,82,40,42,.488,48.2,118.2,43.4,91.8,47.2,13.5,37.7,35.8,18.0,23.2,77.5,11.9,32.6,44.5,29.6,15.5,9.7,5.1,4.9,19.1,19.1,-1.1,2024,ATL
16,Sacramento Kings,82,40,42,.488,48.5,115.7,43.0,90.1,47.8,12.6,35.2,35.7,17.1,21.2,80.6,11.0,33.2,44.2,26.5,13.3,7.6,4.4,4.3,18.9,18.5,0.5,2024,SAC
18,Chicago Bulls,82,39,43,.476,48.2,117.8,43.2,92.0,47.0,15.4,42.0,36.7,16.0,19.7,80.9,10.1,35.8,45.9,29.1,14.7,7.6,4.7,5.1,17.6,16.8,-1.6,2024,CHI
18,Dallas Mavericks,82,39,43,.476,48.1,114.2,42.0,87.7,47.9,12.4,34.2,36.4,17.8,23.1,77.0,10.1,33.0,43.0,25.2,14.0,7.8,5.4,4.6,17.8,18.7,-1.2,2024,DAL
20,Miami Heat,82,37,45,.451,48.6,110.6,40.5,87.0,46.5,13.7,37.3,36.7,16.0,20.2,79.1,9.7,33.7,43.4,26.4,13.6,8.1,3.8,4.7,15.5,17.0,0.6,2024,MIA
21,Phoenix Suns,82,36,46,.439,48.4,113.6,41.2,86.3,47.8,14.3,38.0,37.8,16.8,20.8,81.0,9.5,32.9,42.5,27.8,14.1,7.2,4.8,4.0,17.9,18.4,-3.0,2024,PHX
21,Portland Trail Blazers,82,36,46,.439,48.2,110.9,40.5,90.2,45.0,12.9,37.7,34.2,16.9,22.2,76.2,13.4,31.4,44.8,23.8,16.0,8.3,5.3,5.5,19.0,19.3,-3.0,2024,POR
23,San Antonio Spurs,82,34,48,.415,48.1,113.9,41.8,89.8,46.5,14.1,39.6,35.7,16.2,21.0,77.4,10.9,32.7,43.7,28.6,13.9,8.2,5.5,4.3,16.6,17.4,-2.8,2024,SAS
24,Toronto Raptors,82,30,52,.366,48.3,110.9,41.6,91.0,45.8,11.8,34.0,34.8,15.8,21.1,74.8,12.6,32.5,45.1,28.5,15.3,8.1,4.2,5.9,21.2,18.1,-4.3,2024,TOR
25,Brooklyn Nets,82,26,56,.317,48.2,105.1,37.6,86.1,43.7,13.6,39.4,34.4,16.3,20.7,78.7,10.9,30.4,41.3,25.2,15.2,7.8,4.3,5.6,20.7,18.9,-7.1,2024,BKN
26,Philadelphia 76ers,82,24,58,.293,48.3,109.6,39.7,87.4,45.4,12.7,37.2,34.1,17.5,22.5,78.0,10.4,29.4,39.8,23.2,13.6,9.2,4.5,5.1,19.0,18.7,-6.2,2024,PHI
27,New Orleans Pelicans,82,21,61,.256,48.2,109.8,40.6,89.9,45.2,12.0,34.6,34.7,16.5,21.9,75.4,12.1,31.5,43.6,25.8,14.6,8.5,5.2,5.2,18.3,17.9,-9.4,2024,NOP
28,Charlotte Hornets,82,19,63,.232,48.2,105.1,38.3,89.1,43.0,13.0,38.3,33.9,15.5,19.8,78.3,12.2,33.0,45.2,24.3,15.5,7.4,4.5,5.3,18.7,18.1,-9.1,2024,CHA
29,Washington Wizards,82,18,64,.220,48.1,108.0,39.4,89.9,43.9,13.1,39.1,33.5,16.0,20.6,77.8,10.6,33.1,43.7,25.1,15.6,7.6,5.1,5.2,19.7,18.2,-12.4,2024,WAS
30,Utah Jazz,82,17,65,.207,48.3,111.9,40.3,88.7,45.4,14.0,39.8,35.0,17.3,22.4,77.4,12.0,33.4,45.4,25.5,17.2,6.8,4.4,6.4,18.9,19.3,-9.3,2024,UTA
